"","n","j","t0","s","dicA","waicA","looA","dicB","waicB","looB","dicC","waicC","looC","dicD","waicD","looD","dicE","waicE","looE"
"13",100,50,0.05,13,20808.2371919356,20811.3161948846,20811.5852670345,21646.2904038228,21647.7987955205,21649.209124416,19542.6420606424,19543.3255454552,19544.9710754964,20812.9670153821,20814.186962052,20814.4487036951,19539.5807551841,19542.9873311031,19544.5295177845
"14",100,50,0.05,14,20723.0133717292,20729.4031457823,20729.6046785092,21756.5333998528,21762.5542133223,21763.8223920543,19748.8884546095,19751.3702487605,19752.9945145038,20732.2855801201,20730.3534002481,20730.5581958178,19748.8225022976,19750.1304072155,19751.7178365149
"15",100,50,0.05,15,20941.8760743257,20952.0974561525,20952.3135729703,21712.9282555564,21726.9784934034,21728.6559278652,19768.7535477108,19777.8059191797,19779.7932741857,20944.5444885359,20951.9214739466,20952.1674073438,19764.8607439755,19775.6610158269,19777.3861527972
"16",100,50,0.05,16,20863.1254805883,20867.3985218441,20867.5738784756,21748.6462423114,21753.946845628,21755.2726053632,19664.2824470201,19676.3365086188,19677.9030409914,20865.864094199,20869.4737894226,20869.6557978656,19657.5969980113,19674.1853786517,19675.6675486168
"17",100,50,0.05,17,20932.6273188917,20936.6537639335,20936.8178803592,21763.8562104132,21766.8710106434,21768.2217839238,19893.9315361253,19906.0987099108,19907.4967644135,20934.3518704946,20938.3843327966,20938.5480736925,19900.1780491847,19904.3760169872,19905.6649020471
"18",100,50,0.05,18,20830.6747003308,20833.8469764203,20834.0433032546,21622.7005561963,21626.2197461843,21627.7307068881,19734.6327159189,19744.9146250866,19746.6540210014,20834.038794078,20836.7631050572,20836.9721856254,19734.391820556,19740.2499158754,19741.8335152044
"19",100,50,0.05,19,20998.8694297956,21006.9236821522,21007.1827804842,21761.2893490172,21759.219052299,21760.6968093581,19784.5256776093,19792.8562692011,19794.5713567756,21003.1948452316,21008.6508276012,21008.8836356126,19786.7616797059,19791.9195566373,19793.4154160943
"20",100,50,0.05,20,20853.4051551417,20861.730756276,20861.9778616434,21826.1067293102,21823.8423543436,21825.1519440285,19899.0311306545,19903.4378997907,19904.9848458178,20859.1944154287,20863.7129265204,20863.9510870217,19895.8737016548,19898.2210434557,19899.7537863311
"21",100,50,0.05,21,20839.892567116,20842.2474320288,20842.439467824,21793.5556654103,21797.7948691763,21798.9939208257,19835.8910494691,19841.125631639,19842.5571925336,20835.5656117857,20844.3663148481,20844.567815801,19834.3380507381,19838.9548387057,19840.413699674
"22",100,50,0.05,22,20913.4498429843,20916.868700724,20917.0927025589,21749.860809769,21754.1173864636,21755.4495604955,19711.44749896,19708.7155513399,19710.3679373886,20910.0604901382,20916.8444469966,20917.0660719273,19705.9931234142,19705.5806725432,19706.9994017373
"23",100,50,0.05,23,20713.6230853929,20717.595965047,20717.82286396,21854.231735243,21857.6741262842,21859.1780746737,19899.033203035,19908.0003199441,19909.9265198502,20714.7519922378,20717.2533790699,20717.5010173783,19899.9815284105,19904.3826251182,19905.764073348
"24",100,50,0.05,24,20712.4660077435,20718.7767965184,20719.042345884,21758.1044355914,21764.374120691,21765.710411819,19778.1001631978,19784.3895858519,19786.3603774012,20715.6434511634,20718.4637203083,20718.7356699992,19779.9770586553,19783.3925943021,19785.0212497999
"25",100,50,0.05,25,21005.7349302485,21005.391678544,21005.6123571579,21814.329666739,21822.5421783862,21823.8940432781,20017.3330776612,20022.1541600549,20023.9477500787,20997.0650021327,21005.7224578545,21005.9405129515,20014.6362916646,20019.6412583494,20021.1709288941
"26",100,50,0.05,26,20563.990919775,20568.395031322,20568.5985888434,21693.688462424,21694.5698316528,21695.8596629861,19821.8565116871,19826.7684339827,19828.3884327013,20563.8782073072,20570.695280988,20570.9074632501,19824.2325089914,19827.3727226581,19828.8530541799
"27",100,50,0.05,27,21053.1454239097,21053.1798300431,21053.3919257661,21765.2040886867,21769.7741984764,21771.2006204581,19907.9897217181,19910.4757780905,19912.2956926335,21052.4914220833,21053.9950177179,21054.2312099834,19902.2749207501,19909.5324732722,19911.1934907807
"28",100,50,0.05,28,20750.2198474012,20750.9964133954,20751.2210567603,21863.3900258901,21865.4221394706,21866.6214873718,19979.288142339,19990.2188913211,19991.8501989091,20748.0927667283,20752.9324466408,20753.1830083319,19984.0291090213,19986.265340628,19987.5864477136
"29",100,50,0.05,29,20579.8209729142,20576.8160952012,20577.0192813876,21791.3077600526,21787.9517000517,21789.1697478168,19860.4151816667,19863.3056174889,19864.975759776,20581.5125588529,20579.427868596,20579.652598757,19849.6617484076,19862.0650842027,19863.5527528383
"30",100,50,0.05,30,20809.9661173596,20814.6024087609,20814.790680727,21578.0671149685,21581.5995566194,21582.9248155214,19653.9167862108,19656.6155449259,19658.1567634891,20813.75446211,20817.7397491754,20817.949245546,19654.3732649726,19655.5998050994,19657.1444747809
"31",100,50,0.05,31,20559.3181837274,20564.7358233082,20564.9643577107,21610.5456288225,21614.1540267949,21615.3741321734,19677.190517337,19686.9518852343,19688.5290424583,20565.1951142514,20565.4631904826,20565.674250006,19674.7267987441,19684.6931486099,19686.0712324213
"32",100,50,0.05,32,20973.0792740826,20975.9865999578,20976.1866097157,21769.8126797897,21772.0245363662,21773.3629887698,19831.2232424088,19840.7736011307,19843.3896841225,20975.448970578,20977.3361666188,20977.5399630936,19830.7343311654,19839.3979737839,19841.3700900988
"33",100,50,0.05,33,20786.5278086919,20789.5254186006,20789.7456338311,21814.5895989655,21818.3674545298,21819.8112875138,19826.4709803104,19832.7628164767,19834.6642214353,20786.219669696,20788.0464911866,20788.2586344265,19824.5572806489,19831.1691155239,19832.9256523576
"34",100,50,0.05,34,20885.3254831264,20885.9790057488,20886.1523421583,21658.8124569086,21662.0942782207,21663.3603603807,19775.6332056938,19780.4922393455,19781.9292891178,20883.1345877552,20886.2337395714,20886.4051281041,19776.9162119553,19779.8287967225,19781.3224342308
"35",100,50,0.05,35,20859.5965281243,20870.7687003794,20870.9298443239,21640.0704813228,21647.0247009466,21648.2833467195,19825.1497521021,19827.5568911566,19828.9397612292,20873.9415808329,20872.6556277859,20872.8214366615,19822.9439651933,19824.3335804497,19825.6024391979
"36",100,50,0.05,36,20762.0455437338,20766.811433014,20767.0698792945,21669.4886932423,21669.1647899326,21670.5866894588,19747.6257953995,19751.0826680598,19752.7976163146,20766.0079902501,20766.8317230805,20767.0832221227,19752.6634783646,19751.1785144232,19752.7543497101
"37",100,50,0.05,37,21306.9123602171,21313.2576583067,21313.4674956129,21823.7170258642,21828.633072335,21830.3926312152,19993.7968373192,20003.0366879202,20004.8703800185,21311.6903174721,21314.8025235329,21315.0198960446,19985.7148697366,20001.5971637895,20003.1535702036
"38",100,50,0.05,38,20869.0674657789,20874.0336602018,20874.2604919477,21754.0294661435,21763.8199368257,21765.1371168695,19969.0434734363,19974.6046037964,19976.0980258807,20873.2833186036,20874.8531286024,20875.0916218746,19971.8717458775,19974.8928081116,19976.4903449038
"39",100,50,0.05,39,20906.7230685065,20914.6437675358,20914.8781870078,21777.9438664184,21785.0893652712,21786.6635497947,19818.3452980923,19827.7450365963,19829.2493348354,20908.146723745,20915.2193854642,20915.4617908761,19819.1680078411,19826.3611250129,19827.9280954775
"40",100,50,0.05,40,20854.9995279979,20853.6525272473,20853.8931522086,21749.3614992594,21754.4141366704,21755.7512953879,19864.3333759117,19870.7902935567,19872.3600122419,20849.5163849862,20855.7892725331,20856.0294742164,19860.2127627358,19870.5723432524,19872.0994431718
"41",100,50,0.05,41,20924.3812460141,20928.1025947485,20928.3199446947,21930.6537377796,21933.782187479,21935.0135825963,19932.8504458263,19934.0475065471,19935.5165641711,20923.9284842227,20929.1958886509,20929.4181071262,19930.3876988184,19933.2932617132,19934.8936139258
"42",100,50,0.05,42,20929.8581595675,20939.335235034,20939.5745044814,21789.1011539561,21796.785692277,21798.1893115115,19951.5054765404,19959.6382287258,19961.1448602645,20937.5824732317,20941.7132501124,20941.950779328,19955.253558315,19959.7306705419,19961.3237705892
"43",100,50,0.05,43,20512.2617174558,20519.5243311489,20519.6950936535,21683.9756452639,21689.0877389174,21690.3883951646,19614.0157934148,19613.9564578783,19615.4427916158,20519.2531175604,20522.7425058179,20522.9184533425,19606.6415146382,19610.7625257505,19612.1417506209
"44",100,50,0.05,44,20700.3395649683,20703.0099712818,20703.208859693,21578.4009685582,21583.7360386893,21584.9986284715,19829.129626399,19836.245782699,19837.8225961248,20700.6850776335,20704.6004404754,20704.7985082491,19820.1204863027,19832.8229230647,19834.3136259243
"45",100,50,0.05,45,20722.6549925742,20726.8638149048,20727.0289338133,21858.2126022308,21862.4395488445,21863.5599987218,19910.1621442544,19915.6337288055,19917.0726759275,20724.6602781535,20728.7568141598,20728.91529976,19906.6478722097,19912.5674469412,19913.9343533162
"46",100,50,0.05,46,20926.7191810445,20931.1545503832,20931.3162911521,21873.6364448394,21880.1379496363,21881.6954504007,19957.3265870317,19967.0520297701,19968.756453452,20931.0425382822,20932.9383726583,20933.104264249,19963.948959158,19972.5976702217,19974.2231086102
"47",100,50,0.05,47,21111.4403451449,21116.6217346786,21116.8131135534,21998.9273897099,22001.6611741342,22003.2218366453,19902.1305268732,19907.8916442065,19909.7920523819,21107.2105980226,21115.8077937338,21116.0193638178,19898.8979972015,19907.8286953945,19909.4820423094
"48",100,50,0.05,48,20584.5709508162,20586.8198050854,20587.0374910731,21555.4054645612,21566.8901694573,21568.2311854078,19660.8179611053,19665.2172216009,19666.974279323,20581.8731790457,20585.4150950871,20585.6475490925,19661.8969064517,19666.1736629257,19667.7107639067
"49",100,50,0.05,49,21061.8344718038,21063.7996832707,21064.0089840916,21727.6400209152,21736.3760303111,21737.8920324056,19861.7616352921,19866.958055535,19868.9272850961,21064.9772706389,21066.2387294115,21066.4522284114,19856.9118502007,19866.2689628252,19868.123828496
"50",100,50,0.05,50,21147.0333380763,21149.3278904712,21149.4881716224,21976.0990966401,21979.9258419005,21981.2443399399,19980.1687246491,19993.3928510819,19994.8666575949,21142.0951851572,21148.5785778609,21148.7509565356,19987.6091390716,19994.5062887552,19996.0824768705
"51",100,50,0.05,51,20608.3629202889,20609.1004819425,20609.3318637156,21573.0080767399,21579.9868554269,21581.7099664661,19611.9824180162,19614.5683632826,19616.3139680183,20607.8288922012,20610.3705405484,20610.6305892379,19615.1667261453,19614.827726994,19616.4028571045
"52",100,50,0.05,52,20813.6311968895,20825.5405567744,20825.7067101714,21827.3931380929,21830.4423138965,21831.6521607077,19820.0236283319,19820.7813667108,19822.261340858,20824.9099315859,20826.7545848835,20826.941160428,19815.5057024726,19820.6227341274,19822.0626238122
"53",100,50,0.05,53,20652.1011647643,20657.6209202254,20657.8162708846,21804.5744927764,21803.5534898404,21804.7591829063,19815.8909115899,19810.4198868887,19811.8991734213,20657.8654237334,20658.7716235866,20658.991520422,19808.639935869,19807.5561731825,19808.9601041796
"54",100,50,0.05,54,20870.6742193556,20875.003187861,20875.18247189,21697.3564099353,21707.4010509118,21708.7426001467,19875.951405159,19879.1195176867,19880.7233551207,20871.1930438395,20875.9987032046,20876.1842933955,19867.3325998395,19878.1921528395,19879.8561522286
"55",100,50,0.05,55,20967.1333617812,20970.8211874905,20971.0520226766,21738.162818604,21739.5660125971,21741.0380159344,19883.0481843334,19881.9634334668,19883.6785257926,20967.8582283691,20972.8116411097,20973.057938202,19874.2449933119,19880.9457320713,19882.4733883332
"56",100,50,0.05,56,20715.6320742053,20716.5925936808,20716.7807533468,21681.7064233832,21691.1410935593,21692.5861149384,19892.9767288222,19901.5805485174,19903.2867922271,20715.1224353876,20718.2758766254,20718.4637644035,19887.314230074,19898.0658855826,19899.550484091
"57",100,50,0.05,57,20654.5526347382,20656.5885930429,20656.8463122283,21768.1001058605,21774.5125022112,21776.0169075892,19765.4194893665,19770.9364882635,19772.7970972191,20654.5191376744,20657.6783544478,20657.9414684982,19765.1787107233,19772.1606183761,19773.996672754
"58",100,50,0.05,58,20733.043431946,20741.3325694742,20741.5762191574,21747.8563014871,21756.3935090473,21757.6624195935,19828.0977277719,19829.9984713523,19831.6902574281,20745.0322563719,20742.4297291237,20742.6676682671,19821.4228845488,19827.3350695729,19828.9125485032
"59",100,50,0.05,59,20888.9012087995,20891.4146742037,20891.5975642513,21633.617827993,21636.6338377338,21637.8886626913,19760.359346192,19769.3359916279,19770.9636252945,20890.1748164934,20892.5314186284,20892.7299676379,19763.7759781885,19769.366490048,19770.9517174908
"60",100,50,0.05,60,20674.4448341321,20680.859860515,20681.0589431252,21731.2372271909,21735.8865083269,21736.9590442553,19900.9990604987,19895.7084278308,19897.1994118566,20675.0370948891,20680.9477393343,20681.1369690288,19896.8139940589,19898.6889551608,19900.1602265517
"61",100,50,0.05,61,20723.4831774517,20732.39189206,20732.5805045853,21756.322569977,21759.0415330106,21760.1815651993,19816.7379872216,19821.0077467531,19822.7243929242,20728.3131482059,20732.6845954651,20732.8660732431,19810.2059601978,19820.8589491585,19822.3188183965
"62",100,50,0.05,62,20811.0793042316,20819.2166656236,20819.4459803343,21751.7058172575,21757.6001924793,21758.991911265,19818.6566767923,19822.1533320314,19823.8127523923,20820.0216822745,20822.0014458467,20822.2194195299,19818.7511449495,19821.1168373847,19822.7837660239
"63",100,50,0.05,63,20801.8827879381,20799.3735849714,20799.6271333721,21861.7430708713,21869.5503515991,21870.8494463551,19787.3896800825,19801.8374171784,19803.403889735,20802.6469714915,20801.402942403,20801.6400177693,19794.9549241501,19801.0265396739,19802.5273815925
"64",100,50,0.05,64,20652.4246479644,20654.9466315643,20655.1612667141,21775.2418993361,21776.3228262934,21777.6548363499,19762.845843318,19765.94030505,19767.5887738129,20654.4682104533,20654.8857829098,20655.0947410349,19761.5405671762,19762.2022743584,19763.6835839142
"65",100,50,0.05,65,20818.8016985752,20821.6901302407,20821.9174349067,21789.8690473098,21795.7422434961,21797.0749991282,19937.2976439838,19940.7941247546,19942.4212888752,20818.8220915158,20822.4419646246,20822.6769256472,19935.4520270081,19938.8881882819,19940.5027787548
"66",100,50,0.05,66,21063.5009257228,21065.2737046402,21065.5323022892,21750.8837760762,21759.6181240469,21761.3206858902,19790.6574405088,19796.5964882896,19798.5660035462,21060.3184756615,21065.980075614,21066.2415762291,19786.4467995643,19793.0173527871,19794.6689230366
"67",100,50,0.05,67,20642.308229877,20646.0747293405,20646.3138728368,21767.9487258876,21767.3577392181,21768.7145340236,19849.4655446873,19849.6908099348,19851.21365714,20642.0911910665,20643.351979469,20643.5910320575,19845.4956189544,19848.5030177212,19849.9150330882
"68",100,50,0.05,68,20827.9591385691,20833.9830084873,20834.1489074465,21610.9943054987,21617.6034771402,21618.8409465263,19739.4620395697,19745.5467317657,19747.2397693004,20836.867754737,20836.7176324686,20836.8987026147,19740.28338913,19743.9376176428,19745.4532826342
"69",100,50,0.05,69,20639.659748681,20645.404670238,20645.6134495783,21746.8288226028,21746.8566820504,21748.0823048029,19832.492386088,19832.8159392352,19834.3110174111,20645.7272259853,20647.2199499037,20647.4283976919,19828.8475067882,19829.0296175256,19830.4837625563
"70",100,50,0.05,70,20956.1393696372,20957.2332330326,20957.4551295395,21649.8729712231,21655.706974323,21657.262156023,19679.7044257409,19689.4937357125,19691.253592739,20960.2376858663,20960.0124747575,20960.2175423464,19678.7055664933,19686.2128999506,19687.9487732239
"71",100,50,0.05,71,20934.2309216649,20939.1472110382,20939.325745217,21544.4403877027,21542.2604833663,21543.5364382568,19680.5533866705,19686.9636626851,19688.426910399,20941.1759077536,20939.5099528369,20939.6970863948,19681.6556409375,19684.7672156153,19686.1474239982
"72",100,50,0.05,72,20755.9433533467,20761.98677103,20762.1702135176,21806.6410400186,21812.082675499,21813.3316467447,19827.5450588663,19833.386320105,19834.8632110968,20759.1554131571,20759.5701412845,20759.7520989829,19832.6097594324,19835.6791017267,19837.2180313272
"73",100,50,0.05,73,20592.4979612987,20599.9122380597,20600.1488784452,21780.0241482539,21781.4239057794,21782.8128813522,19842.9200426302,19845.549012935,19847.1265111482,20596.5625752131,20602.2397629876,20602.4803627774,19838.818435694,19844.6640114396,19846.2294370475
"74",100,50,0.05,74,20557.4039113052,20557.699653318,20557.8980591824,21606.5979590769,21609.2417035122,21610.5007827804,19651.0283564225,19658.5780123833,19660.3310214728,20558.4640511939,20558.6623143687,20558.8607930683,19649.5791705576,19656.7517945661,19658.4227488162
"75",100,50,0.05,75,20860.8888693366,20863.8960593836,20864.1133776458,21720.527191833,21723.4367521864,21724.8191192476,19774.7120995951,19776.1506291308,19777.7302407266,20862.3421285218,20866.1087550854,20866.333925438,19771.8920933957,19775.665332385,19777.1468101825
"76",100,50,0.05,76,21041.3742510319,21041.1640559547,21041.4206703251,21745.0668229237,21758.2866862516,21759.8883152399,19936.6615182311,19941.2867065121,19943.3350992446,21040.7971980097,21043.3848236774,21043.6466129538,19931.8960327256,19940.1929007966,19942.0439186219
"77",100,50,0.05,77,20669.5198443942,20666.250921233,20666.4470419516,21912.0015408514,21913.9650957793,21915.1898576145,19857.7530609201,19862.6833095542,19864.3243953908,20668.9240041802,20669.4371236288,20669.6311357138,19853.9714582833,19857.9522513242,19859.3599579674
"78",100,50,0.05,78,21026.8176365396,21026.2345443309,21026.4735772715,21653.5276849032,21657.7505319937,21659.3958917883,19588.965507826,19600.814547201,19602.6457343367,21020.9094977492,21026.9797784193,21027.231784974,19589.8958592939,19598.8939270779,19600.6675766723
"79",100,50,0.05,79,20747.6389649503,20746.9766629408,20747.1803147254,21822.0778314833,21823.1963340506,21824.5887437588,19922.8997063951,19923.2323574492,19924.7678304801,20743.1036347143,20747.924487436,20748.1547799184,19913.5557506414,19922.6178159037,19924.1664025574
"80",100,50,0.05,80,20930.7383536703,20937.2836538022,20937.4900905401,21834.8378838936,21833.1396897072,21834.5123825491,19897.946817655,19896.214426509,19897.7055501935,20936.5679597864,20938.935124461,20939.156397836,19892.4639513279,19892.8700976098,19894.2435707545
"81",100,50,0.05,81,20868.939361853,20865.2973735459,20865.4825387012,21667.3342718514,21671.2509481199,21672.5466705465,19728.1473679155,19728.1456226225,19729.6518503996,20859.7999111334,20866.0197514966,20866.1962235869,19724.7749134875,19727.3062998588,19728.8878392659
"82",100,50,0.05,82,21384.2828862121,21389.9908811609,21390.1744307587,21952.1124582735,21957.5503651616,21959.0807063337,19940.6486147103,19946.6355151243,19948.1804716362,21389.451244447,21392.3450873091,21392.5307625172,19939.0333717103,19944.585006713,19946.2525240108
"83",100,50,0.05,83,20902.4925682804,20905.3858074249,20905.565648749,21829.785352978,21832.7843506955,21834.0729296725,19918.5399661381,19919.1176755574,19920.5909249843,20900.3056878878,20901.9400086658,20902.111070238,19917.2892537282,19917.4207299647,19918.7856932965
"84",100,50,0.05,84,21008.850402493,21010.0881882468,21010.2678134273,21698.5573997468,21697.4679536173,21698.5985275745,19890.1600248434,19896.3562938112,19897.7680257378,21007.1110016445,21011.521841829,21011.6916161089,19901.7382290465,19894.2184208762,19895.6200365917
"85",100,50,0.05,85,20994.7171306238,20997.6349799203,20997.7908478603,21689.3056492742,21694.0413973602,21695.2271058072,19939.8247932987,19946.5475513642,19948.0045938188,20998.4387852336,20999.6320621483,20999.7892301408,19937.0795160734,19947.4013104843,19948.9044410658
"86",100,50,0.05,86,21027.3742643027,21031.7119704191,21031.9513267901,21754.5020333669,21763.1292582117,21764.4678978697,19864.7559594941,19859.6403100918,19861.0603880009,21034.0527348518,21033.6775189137,21033.9357574246,19858.2740367207,19858.4400875385,19859.7665742875
"87",100,50,0.05,87,20669.5720871893,20676.6804730947,20676.8814200645,21588.9495763122,21592.8169456123,21593.960353341,19559.3512520072,19568.7209714398,19570.228015947,20677.3814291031,20680.5067692586,20680.7138191224,19559.2968582293,19567.8758173163,19569.3476662293
"88",100,50,0.05,88,20981.3014865699,20980.6108874394,20980.7985623601,21750.8958305017,21751.9072979764,21753.1720600955,19812.9433817121,19819.3468212525,19820.7989302716,20980.8018018602,20981.4037420135,20981.6045318734,19819.0562241338,19822.3045659597,19823.8458472334
"89",100,50,0.05,89,20705.8151135452,20709.1446988068,20709.3442446792,21751.6883332143,21748.9752567418,21750.195958435,19906.6322876582,19910.6549792354,19912.1484869987,20710.1726057397,20711.720492585,20711.9201702653,19908.9198705615,19914.1414392301,19915.5051026954
"90",100,50,0.05,90,20815.161394352,20820.8077143747,20821.0336027051,21829.8686286069,21834.9863190296,21836.3436699466,19887.7139101281,19896.4863609993,19898.203337502,20821.8647471335,20822.2861588305,20822.5274042514,19890.2613497571,19898.1438995728,19899.8673319529
"91",100,50,0.05,91,20719.2103603438,20724.5855323012,20724.8389191366,21619.5093035853,21630.712717601,21632.1079686059,19866.3354946125,19872.5809049097,19874.3393474337,20723.7390070642,20722.8441172527,20723.0738429761,19862.4974443543,19872.870799819,19874.4369740376
"92",100,50,0.05,92,20948.2627416798,20950.0274991718,20950.2407672388,21856.5956806637,21865.8661199689,21867.4005548011,19957.558341917,19972.2505103577,19973.7942646231,20947.8979262792,20952.8320015307,20953.0749155623,19965.5996286032,19971.4279482307,19972.9618365317
"93",100,50,0.05,93,20799.4794822344,20798.9244225502,20799.1013279669,21776.8921842106,21781.1919128168,21782.6015756017,19741.1196784472,19750.4482304707,19752.2060386212,20797.8624177344,20800.9467327798,20801.1228660211,19739.8920687883,19747.6052757428,19749.1845214992
"94",100,50,0.05,94,20493.2615514941,20495.357388341,20495.6064369545,21578.1408500533,21585.1096628794,21586.3762718718,19677.455848659,19691.6546237941,19693.332247821,20486.3051354785,20495.6409693402,20495.8954315757,19680.7482653607,19689.3548599148,19691.0483924978
"95",100,50,0.05,95,20664.4840529839,20668.9950551299,20669.1714987538,21553.0718165906,21557.9550648957,21559.1906533007,19802.6329750061,19803.2396742827,19804.6724430346,20672.1521805204,20671.1123081793,20671.2823947616,19802.6648899109,19803.6708101972,19805.1653461804
"96",100,50,0.05,96,21059.3994137475,21063.8806038723,21064.0629726317,21733.9161232123,21744.31231252,21745.6214841276,19850.9259642024,19855.3216236627,19856.9254453278,21060.1750721097,21066.5592391196,21066.758977359,19849.1199379619,19856.1927093356,19857.7493562166
"97",100,50,0.05,97,20879.007845911,20881.0424400388,20881.186361031,21617.776387065,21618.6361162498,21620.0073095971,19747.3123695553,19750.8652862983,19752.2655040725,20878.2153880071,20881.480508759,20881.6311213415,19750.4147433615,19750.5873448153,19752.0156574646
"98",100,50,0.05,98,20918.7354255994,20920.5376621422,20920.7375492189,21756.4877932806,21758.8192710837,21760.1060859462,19774.0556386252,19773.4022230719,19775.0009666029,20921.2089847799,20921.563481811,20921.7711531936,19771.2193093913,19771.2761860635,19772.7925234017
"99",100,50,0.05,99,20946.736998148,20951.460564074,20951.6645176699,21818.9284204702,21822.6836686618,21824.1281919914,19835.1927172201,19839.0331239391,19840.6296980027,20949.9519694397,20952.1460414107,20952.3607163286,19830.2953692938,19835.4783455997,19837.0367202141
"100",100,50,0.05,100,20821.75220096,20825.4824615813,20825.7154306742,21929.369220853,21937.9026538629,21939.4948316016,19851.9230274223,19857.5927988486,19859.1366077823,20821.1524183277,20826.2829182344,20826.5312862377,19852.8157935053,19858.342463324,19859.9829284407
"101",10,100,0.05,1,4305.37096085978,4305.5362328875,4305.59300156546,4393.84582923467,4391.38551898548,4391.49297034823,4004.06191667948,4004.84840705411,4004.98952119567,4306.95043247971,4306.81447829245,4306.8876718836,4006.27161704304,4005.41139765524,4005.52517563277
"102",10,100,0.05,2,4134.20807964747,4134.96512583845,4135.00338245491,4316.49566956337,4318.41972885391,4318.49760517529,3941.67354804967,3941.95224484771,3942.09486969911,4132.49530090737,4135.0074952014,4135.04937632054,3939.78538086964,3942.18976065615,3942.33554777262
"103",10,100,0.05,3,4131.05326494163,4132.58390223824,4132.62572571566,4337.88573465553,4338.18053479567,4338.29399380884,3899.58089953929,3899.03036334562,3899.15907934,4132.02643987327,4134.39180329642,4134.44853437595,3899.6690526325,3897.70846004384,3897.82298405592
"104",10,100,0.05,4,4195.05010597534,4197.2560192572,4197.30221519484,4342.18715531427,4341.80089497269,4341.89576698149,4009.25753591902,4010.81845009165,4010.96254275948,4194.41998227035,4198.04655618415,4198.10389549306,4009.9053066388,4009.64091373119,4009.7840259826
"105",10,100,0.05,5,4081.26637762076,4082.17232235971,4082.20454238957,4311.53408417437,4311.55959445436,4311.65245283675,3947.95996649002,3947.29319455965,3947.40281405981,4084.09074340605,4083.90791602034,4083.94348680036,3944.49983788593,3947.43211143096,3947.53039626088
